Ticker,Origin,Company,Sector,Group,Category,Loss,Income Drop
FDX,USA,FedEx Corp,Services,Air Delivery & Freight Services,Transportation,1,4
FDS,USA,FactSet Research Systems Inc,Technology,Information & Delivery Services,Computer Software & Services,0,1
FDP,Cayman Islands,Fresh Del Monte Produce Inc,Consumer Goods,Farm Products,Food & Beverage,3,5
FDML,USA,Federal-Mogul Holdings Corp,Consumer Goods,Auto Parts,Automotive,4,3
FCX,USA,Freeport-McMoRan Inc,Basic Materials,Copper,Metals & Mining,4,5
FDEF,USA,First Defiance Financial Corp,Financial,Savings & Loans,Banking,0,0
FCVA,USA,First Capital Bancorp Inc,Financial,Regional - Mid-Atlantic Banks,Banking,3,1
FCTY,USA,1st Century Bancshares Inc,Financial,Regional - Mid-Atlantic Banks,Banking,0,1
FCS,USA,Fairchild Semiconductor International Inc,Technology,Semiconductor - Integrated Circuits,Electronics,3,4
FCNCA,USA,First Citizens BancShares Inc,Financial,Regional - Mid-Atlantic Banks,Banking,0,2
FCN,USA,FTI Consulting Inc,Services,Management Services,Diversified Services,2,3
FCLF,USA,First Clover Leaf Financial Corp,Financial,Regional - Northeast Banks,Banking,0,0
FCFS,USA,FirstCash Inc,Financial,Credit Services,Financial Services,0,2
FCFP,USA,First Community Financial Partners Inc,Financial,Regional - Midwest Banks,Banking,0,1
FCEL,USA,FuelCell Energy Inc,Utilities,Diversified Utilities,Utilities,11,6
FCF,USA,First Commonwealth Financial Corp,Financial,Regional - Northeast Banks,Banking,0,3
FCCY,USA,1st Constitution Bancorp,Financial,Regional - Northeast Banks,Banking,0,1
FCCO,USA,First Community Corp,Financial,Regional - Southwest  Banks,Banking,0,0
FCBC,USA,First Community Bancshares Inc,Financial,Regional - Mid-Atlantic Banks,Banking,0,3
FCB,USA,FCB Financial Holdings Inc,Financial,Regional - Southeast Banks,Banking,0,0
FCAP,USA,First Capital Inc,Financial,Savings & Loans,Banking,0,0
FC,USA,Franklin Covey Co,Services,Education & Training Services,Diversified Services,3,3
FBSS,USA,Fauquier Bankshares Inc,Financial,Regional - Southeast Banks,Banking,1,3
FBRC,USA,FBR & Co,Financial,Investment Brokerage - National,Financial Services,5,4
FBP,Puerto Rico,First Bancorp,Financial,Foreign Regional Banks,Banking,2,3
FBNK,USA,First Connecticut Bancorp Inc,Financial,Money Center Banks,Banking,1,1
FBMS,USA,First Bancshares Inc,Financial,Regional - Southeast Banks,Banking,0,0
FBM,USA,Foundation Building Materials Inc,Industrial Goods,General Building Materials,Materials & Construction,2,1
FBK,USA,FB Financial Corp,Financial,Regional - Mid-Atlantic Banks,Banking,0,0
FBIO,USA,Fortress Biotech Inc,Healthcare,Biotechnology,Drugs,10,6
FBHS,USA,Fortune Brands Home & Security Inc,Consumer Goods,Home Furnishings & Fixtures,Consumer Durables,1,2
FB,USA,Facebook Inc,Technology,Internet Information Providers,Internet,0,2
FBC,USA,Flagstar Bancorp Inc,Financial,Savings & Loans,Banking,2,2
FATE,USA,Fate Therapeutics Inc,Healthcare,Biotechnology,Drugs,8,7
FAST,USA,Fastenal Co,Services,Industrial Equipment Wholesale,Wholesale,0,1
FARO,USA,FARO Technologies Inc,Technology,Scientific & Technical Instruments,Electronics,3,6
FARM,USA,Farmer Bros Co,Consumer Goods,Processed & Packaged Goods,Food & Beverage,7,4
FANG,USA,Diamondback Energy Inc,Basic Materials,Independent Oil & Gas,Energy,3,3
FALC,USA,FalconStor Software Inc,Technology,Application Software,Computer Software & Services,10,2
FAF,USA,First American Financial Corp,Financial,Property & Casualty Insurance,Insurance,0,3
F,USA,Ford Motor Co,Consumer Goods,Auto Manufacturers - Major,Automotive,2,6
EZPW,USA,EZCORP Inc,Financial,Credit Services,Financial Services,3,4
EYES,USA,Second Sight Medical Products Inc,Healthcare,Medical Appliances & Equipment,Health Services,6,2
EYEG,USA,EyeGate Pharmaceuticals Inc,Healthcare,Biotechnology,Drugs,6,2
EXTR,USA,Extreme Networks Inc,Technology,Networking & Communication Devices,Computer Hardware,7,5
EXTN,USA,Exterran Corp,Services,Rental & Leasing Services,Diversified Services,2,4
EXPO,USA,Exponent Inc,Services,Management Services,Diversified Services,0,1
EXPR,USA,Express Inc,Services,Apparel Stores,Retail,1,7
EXPE,USA,Expedia Inc,Services,Lodging,Leisure,0,3
EXPD,USA,Expeditors International of Washington Inc,Services,Air Delivery & Freight Services,Transportation,0,3
EXLS,USA,Exlservice Holdings Inc,Services,Business Services,Diversified Services,0,2
EXEL,USA,Exelixis Inc,Healthcare,Biotechnology,Drugs,6,4
EXAS,USA,Exact Sciences Corp,Healthcare,Medical Laboratories & Research,Health Services,10,6
EXC,USA,Exelon Corp,Utilities,Diversified Utilities,Utilities,0,5
EXAR,USA,Exar Corp,Technology,Semiconductor - Integrated Circuits,Electronics,4,1
EXAC,USA,Exactech Inc,Healthcare,Medical Appliances & Equipment,Health Services,2,3
EWBC,USA,East West Bancorp Inc,Financial,Foreign Money Center Banks,Banking,0,1
EW,USA,Edwards Lifesciences Corp,Healthcare,Medical Appliances & Equipment,Health Services,0,1
EVTC,Puerto Rico,Evertec Inc,Technology,Business Software & Services,Computer Software & Services,1,3
EVRI,USA,Everi Holdings Inc,Financial,Credit Services,Financial Services,3,4
EVR,USA,Evercore Inc,Financial,Asset Management,Financial Services,0,2
EVRG,USA,Evergy Inc,Utilities,Electric Utilities,Utilities,1,4
EVOL,USA,Evolving Systems Inc,Technology,Technical & System Software,Computer Software & Services,2,4
EVK,USA,Ever-Glory International Group Inc,Consumer Goods,Textile - Apparel Clothing,Consumer NonDurables,1,5
EVI,USA,EVI Industries Inc,Industrial Goods,Diversified Machinery,Manufacturing,0,0
EVHC,USA,Envision Healthcare Corp,Healthcare,Long-Term Care Facilities,Health Services,0,1
EVH,USA,Evolent Health Inc,Technology,Healthcare Information Services,Computer Software & Services,4,2
EVER,USA,EverQuote Inc,Technology,Internet Software & Services,Internet,3,3
EVDY,USA,Everyday Health Inc,Technology,Application Software,Computer Software & Services,3,2
EVC,USA,Entravision Communications Corp,Services,Broadcasting - TV,Media,2,5
EVBS,USA,Eastern Virginia Bankshares Inc,Financial,Regional - Southeast Banks,Banking,2,3
EVBN,USA,Evans Bancorp Inc,Financial,Regional - Northeast Banks,Banking,0,2
EVA,USA,Enviva Partners LP,Industrial Goods,"Lumber,Wood Production",Materials & Construction,1,3
ETSY,USA,Etsy Inc,Services,"Specialty Retail,Other",Specialty Retail,3,2
ETR,USA,Entergy Corp,Utilities,Electric Utilities,Utilities,2,5
ETN,Ireland,Eaton Corporation PLC,Industrial Goods,Diversified Machinery,Manufacturing,0,3
ETP,USA,Energy Transfer Partners LP,Basic Materials,Oil & Gas Pipelines,Energy,0,2
ETM,USA,Entercom Communications Corp,Services,Broadcasting - Radio,Media,2,3
ETH,USA,Ethan Allen Interiors Inc,Consumer Goods,Home Furnishings & Fixtures,Consumer Durables,1,4
ETFC,USA,E*TRADE Financial Corp,Financial,Investment Brokerage - National,Financial Services,2,3
ET,USA,Energy Transfer LP,Basic Materials,Oil & Gas Pipelines,Energy,1,3
ESXB,USA,Community Bankers Trust Corp,Financial,Diversified Investments,Financial Services,2,2
ESTE,USA,Earthstone Energy Inc,Basic Materials,Independent Oil & Gas,Energy,3,2
ESSA,USA,ESSA Bancorp Inc,Financial,Savings & Loans,Banking,0,3
ESP,USA,Espey MFG and Electronics Corp,Technology,Diversified Electronics,Electronics,0,1
ESNT,Bermuda,Essent Group Ltd,Financial,Mortgage Investment,Real Estate,0,0
ESND,USA,Essendant Inc,Consumer Goods,Business Equipment,Consumer Durables,3,4
ESMC,USA,Escalon Medical Corp,Healthcare,Medical Appliances & Equipment,Health Services,10,4
ESIO,USA,Electro Scientific Industries Inc,Technology,Semiconductor - Integrated Circuits,Electronics,5,4
ESGR,Bermuda,Enstar Group Ltd,Financial,Property & Casualty Insurance,Insurance,1,3
ESES,USA,Eco-Stim Energy Solutions Inc,Basic Materials,Oil & Gas Equipment & Services,Energy,6,5
ESE,USA,ESCO Technologies Inc,Technology,Scientific & Technical Instruments,Electronics,2,3
ESCA,USA,Escalade Inc,Consumer Goods,Sporting Goods,Consumer Durables,1,3
ESBA,USA,Empire State Realty OP LP,Financial,REIT - Office,Real Estate,0,1
ES,USA,Eversource Energy,Utilities,Diversified Utilities,Utilities,0,0
ERS,USA,Empire Resources Inc,Services,Basic Materials Wholesale,Wholesale,0,2
EROC,USA,Eagle Rock Energy Partners LP,Basic Materials,Independent Oil & Gas,Energy,4,3
ERII,USA,Energy Recovery Inc,Industrial Goods,Pollution & Treatment Controls,Manufacturing,6,4
ERIE,USA,Erie Indemnity Co,Financial,Insurance Brokers,Insurance,0,3
ERA,USA,Era Group Inc,Services,"Air Services,Other",Transportation,3,4
EQT,USA,EQT Corp,Basic Materials,Independent Oil & Gas,Energy,3,5
EQM,USA,EQT Midstream Partners LP,Basic Materials,Oil & Gas Pipelines,Energy,0,1
EQGP,USA,EQT GP Holdings LP,Basic Materials,Major Integrated Oil & Gas,Energy,0,0
EQFN,USA,Equitable Financial Corp,Financial,Savings & Loans,Banking,0,1
EQBK,USA,Equity Bancshares Inc,Financial,Regional - Midwest Banks,Banking,0,1
EPZM,USA,Epizyme Inc,Healthcare,Biotechnology,Drugs,7,5
EPIQ,USA,Epiq Systems Inc,Technology,Business Software & Services,Computer Software & Services,3,4
EPD,USA,Enterprise Products Partners LP,Basic Materials,Independent Oil & Gas,Energy,0,1
EPC,USA,Edgewell Personal Care Co,Consumer Goods,Personal Products,Consumer NonDurables,3,5
EPAY,USA,Bottomline Technologies (DE) Inc,Technology,Business Software & Services,Computer Software & Services,6,7
EPAX,USA,Ambassadors Group Inc,Services,Education & Training Services,Diversified Services,2,4
EPAM,USA,EPAM Systems Inc,Technology,Information Technology Services,Computer Software & Services,0,1
EOG,USA,EOG Resources Inc,Basic Materials,Independent Oil & Gas,Energy,2,4
ENZN,USA,Enzon Pharmaceuticals Inc,Healthcare,Biotechnology,Drugs,5,5
ENZ,USA,Enzo Biochem Inc,Healthcare,Medical Laboratories & Research,Health Services,7,4
ENVI,USA,Envivio Inc,Technology,Communication Equipment,Telecommunications,4,2
ENVA,USA,Enova International Inc,Financial,Credit Services,Financial Services,0,4
ENV,USA,Envestnet Inc,Services,Business Services,Diversified Services,4,4
ENTG,USA,Entegris Inc,Technology,Semiconductor Equipment & Materials,Electronics,0,3
ENTA,USA,Enanta Pharmaceuticals Inc,Healthcare,Biotechnology,Drugs,0,5
ENT,USA,Global Eagle Entertainment Inc,Services,Entertainment - Diversified,Media,8,3
ENSV,USA,Enservco Corp,Basic Materials,Independent Oil & Gas,Energy,8,4
ENSG,USA,Ensign Group Inc,Healthcare,Long-Term Care Facilities,Health Services,0,4
ENS,USA,EnerSys,Industrial Goods,Industrial Electrical Equipment,Manufacturing,0,5
ENR,USA,Energizer Holdings Inc,Consumer Goods,Personal Products,Consumer NonDurables,1,3
ENPH,USA,Enphase Energy Inc,Technology,Semiconductor Equipment & Materials,Electronics,8,3
ENLK,USA,EnLink Midstream Partners LP,Basic Materials,Independent Oil & Gas,Energy,6,3
ENLC,USA,EnLink Midstream LLC,Basic Materials,Oil & Gas Pipelines,Energy,4,3
ENH,Bermuda,Endurance Specialty Holdings Ltd,Financial,Property & Casualty Insurance,Insurance,1,2
ENG,USA,ENGlobal Corp,Services,Technical Services,Diversified Services,8,3
ENFC,USA,Entegra Financial Corp,Financial,Regional - Southeast Banks,Banking,0,3
ENDP,Ireland,Endo International PLC,Healthcare,Drug Manufacturers - Other,Drugs,7,3
ENCR,USA,Ener-Core Inc,Basic Materials,Specialty Chemicals,Chemicals,8,4
ENBL,USA,Enable Midstream Partners LP,Basic Materials,Oil & Gas Pipelines,Energy,1,3
ENB,Canada,Enbridge Inc,Basic Materials,Oil & Gas Pipelines,Energy,0,0
EMR,USA,Emerson Electric Co,Industrial Goods,Industrial Electrical Equipment,Manufacturing,0,4
EMN,USA,Eastman Chemical Co,Basic Materials,Chemicals - Major Diversified,Chemicals,0,4
EML,USA,Eastern Co,Industrial Goods,Small Tools & Accessories,Manufacturing,0,4
EMMS,USA,Emmis Communications Corp,Services,Broadcasting - Radio,Media,2,3
EMKR,USA,EMCORE Corp,Technology,Semiconductor - Integrated Circuits,Electronics,6,5
EME,USA,EMCOR Group Inc,Industrial Goods,General Contractors,Materials & Construction,1,2
EMCF,USA,Emclaire Financial Corp,Financial,Regional - Northeast Banks,Banking,0,0
EMCI,USA,EMC Insurance Group Inc,Financial,Property & Casualty Insurance,Insurance,2,5
EMAN,USA,eMagin Corp,Technology,Semiconductor Equipment & Materials,Electronics,7,4
ELY,USA,Callaway Golf Co,Consumer Goods,Sporting Goods,Consumer Durables,3,3
ELVT,USA,Elevate Credit Inc,Financial,Credit Services,Financial Services,2,0
ELSE,USA,Electro-Sensors Inc,Technology,Scientific & Technical Instruments,Electronics,1,2
ELRC,USA,Electro Rent Corp,Services,Rental & Leasing Services,Diversified Services,0,4
ELON,USA,Echelon Corp,Technology,Networking & Communication Devices,Computer Hardware,9,3
ELNK,USA,Earthlink Holdings Corp,Technology,Internet Information Providers,Internet,3,3
ELGX,USA,Endologix Inc,Healthcare,Medical Instruments & Supplies,Health Services,10,6
ELF,USA,e.l.f. Beauty Inc,Consumer Goods,Personal Products,Consumer NonDurables,1,2
ELAN,USA,Elanco Animal Health Inc,Industrial Goods,Biotechnology,Health Services,1,0
EL,USA,Estee Lauder Companies Inc,Consumer Goods,Personal Products,Consumer NonDurables,0,3
EKSO,USA,Ekso Bionics Holdings Inc,Healthcare,Medical Instruments & Supplies,Health Services,9,4
EIX,USA,Edison International,Utilities,Electric Utilities,Utilities,2,5
EIGI,USA,Endurance International Group Holdings Inc,Technology,Application Software,Computer Software & Services,7,4
EHTH,USA,Ehealth Inc,Financial,Insurance Brokers,Insurance,4,4
EIG,USA,Employers Holdings Inc,Financial,Accident & Health Insurance,Insurance,0,5
EHC,USA,HealthSouth Corp,Healthcare,-,-,0,0
EGY,USA,VAALCO Energy Inc,Basic Materials,Independent Oil & Gas,Energy,3,4
EGRX,USA,Eagle Pharmaceuticals Inc,Healthcare,Drugs - Generic,Drugs,2,4
EGOV,USA,NIC Inc,Technology,Application Software,Computer Software & Services,0,2
EGN,USA,Energen Corp,Basic Materials,Independent Oil & Gas,Energy,2,4
EGLE,Marshall Islands,Eagle Bulk Shipping Inc,Services,Shipping,Transportation,7,5
EGL,USA,Engility Holdings Inc,Services,Staffing & Outsourcing Services,Diversified Services,5,4
EGHT,USA,8x8 Inc,Technology,Diversified Communication Services,Telecommunications,5,5
EGBN,USA,Eagle Bancorp Inc,Financial,Regional - Mid-Atlantic Banks,Banking,0,1
EGAN,USA,eGain Corp,Technology,Business Software & Services,Computer Software & Services,6,4
EFX,USA,Equifax Inc,Financial,Credit Services,Financial Services,1,3
EFSC,USA,Enterprise Financial Services Corp,Financial,Regional - Southwest  Banks,Banking,0,2
EFOI,USA,Energy Focus Inc,Consumer Goods,Home Furnishings & Fixtures,Consumer Durables,9,3
EFII,USA,Electronics for Imaging Inc,Technology,Computer Peripherals,Computer Hardware,3,4
EFC,USA,Ellington Financial LLC,Financial,Mortgage Investment,Real Estate,1,5
EEX,USA,Emerald Expositions Events Inc,Services,Business Services,Diversified Services,2,2
EEI,USA,Ecology and Environment Inc,Industrial Goods,Waste Management,Materials & Construction,5,5
EEP,USA,Enbridge Energy Partners LP,Basic Materials,Oil & Gas Pipelines,Energy,2,4
EEFT,USA,Euronet Worldwide Inc,Services,Business Services,Diversified Services,1,4
EDUC,USA,Educational Development Corp,Services,Publishing - Books,Media,0,1
EE,USA,El Paso Electric Co,Utilities,Electric Utilities,Utilities,0,4
EDIT,USA,Editas Medicine Inc,Healthcare,Biotechnology,Drugs,5,3
EDGW,USA,Edgewater Technology Inc,Technology,Information Technology Services,Computer Software & Services,5,4
EDE,USA,Empire District Electric Co,Utilities,Electric Utilities,Utilities,0,1
ED,USA,Consolidated Edison Inc,Utilities,Electric Utilities,Utilities,0,2
ECYT,USA,Endocyte Inc,Healthcare,Biotechnology,Drugs,8,4
ECTE,USA,Echo Therapeutics Inc,Healthcare,Medical Appliances & Equipment,Health Services,6,3
ECPG,USA,Encore Capital Group Inc,Financial,Asset Management,Financial Services,0,2
ECOM,USA,ChannelAdvisor Corp,Technology,Application Software,Computer Software & Services,6,2
ECOL,USA,US Ecology Inc,Industrial Goods,Waste Management,Materials & Construction,0,1
ECL,USA,Ecolab Inc,Consumer Goods,Cleaning Products,Consumer NonDurables,0,3
ECHO,USA,Echo Global Logistics Inc,Services,Trucking,Transportation,0,4
EBTC,USA,Enterprise Bancorp Inc,Financial,Savings & Loans,Banking,0,0
EBSB,USA,Meridian Bancorp Inc,Financial,Savings & Loans,Banking,0,0
EBS,USA,Emergent BioSolutions Inc,Healthcare,Biotechnology,Drugs,0,3
EBMT,USA,Eagle Bancorp Montana Inc,Financial,Regional - Pacific Banks,Banking,0,1
EBIX,USA,Ebix Inc,Technology,Business Software & Services,Computer Software & Services,0,3
EBF,USA,Ennis Inc,Consumer Goods,Office Supplies,Consumer NonDurables,1,4
EBAY,USA,eBay Inc,Services,"Specialty Retail,Other",Specialty Retail,1,5
EB,USA,Eventbrite Inc,Technology,Application Software,Computer Software & Services,3,2
EAT,USA,Brinker International Inc,Services,Restaurants,Leisure,0,4
EAF,USA,GrafTech International Ltd,Industrial Goods,Industrial Electrical Equipment,Manufacturing,0,6
EA,USA,Electronic Arts Inc,Technology,Multimedia & Graphics Software,Computer Software & Services,3,3
DZSI,USA,DASAN Zhone Solutions Inc,Technology,Communication Equipment,Telecommunications,7,5
DYSL,USA,Dynasil Corporation of America,Technology,Scientific & Technical Instruments,Electronics,5,5
DYNT,USA,Dynatronics Corp,Healthcare,Medical Appliances & Equipment,Health Services,9,4
DYN,USA,Dynegy Inc,Utilities,Electric Utilities,Utilities,6,3
DYAX,USA,Dyax Corp,Healthcare,Biotechnology,Drugs,6,2
DY,USA,Dycom Industries Inc,Industrial Goods,Heavy Construction,Materials & Construction,0,4
DXYN,USA,Dixie Group Inc,Industrial Goods,Textile Industrial,Manufacturing,8,5
DXPE,USA,DXP Enterprises Inc,Services,Industrial Equipment Wholesale,Wholesale,2,1
DXR,USA,Daxor Corp,Healthcare,Medical Instruments & Supplies,Health Services,1,1
DXCM,USA,DexCom Inc,Healthcare,Medical Laboratories & Research,Health Services,9,5
DXC,USA,DXC Technology Co,Technology,Application Software,Computer Software & Services,2,2
DWSN,USA,Dawson Geophysical Co,Basic Materials,Oil & Gas Equipment & Services,Energy,8,4
DWRE,USA,Demandware Inc,Technology,Business Software & Services,Computer Software & Services,6,5
DVN,USA,Devon Energy Corp,Basic Materials,Independent Oil & Gas,Energy,6,4
DVD,USA,Dover Motorsports Inc,Services,Sporting Activities,Leisure,1,4
DVCR,USA,Diversicare Healthcare Services Inc,Healthcare,Long-Term Care Facilities,Health Services,6,8
DVAX,USA,Dynavax Technologies Corp,Healthcare,Biotechnology,Drugs,10,6
DVA,USA,Davita Inc,Healthcare,Specialized Health Services,Health Services,0,3
DUK,USA,Duke Energy Corp,Utilities,Electric Utilities,Utilities,0,4
DUKH,USA,Duke Energy Corp,Utilities,Electric Utilities,Utilities,0,3
DTSI,USA,DTS Inc,Services,Business Services,Diversified Services,3,2
DTRM,USA,Determine Inc,Technology,Application Software,Computer Software & Services,9,4
DTEA,Canada,DAVIDsTEA Inc,Consumer Goods,Food - Major Diversified,Food & Beverage,2,1
DTE,USA,DTE Energy Co,Utilities,Electric Utilities,Utilities,0,2
DT,USA,Dynatrace Inc,Technology,Application Software,Computer Software & Services,2,1
DST,USA,DST Systems Inc,Technology,Business Software & Services,Computer Software & Services,0,2
DSS,USA,Document Security Systems Inc,Services,Business Services,Diversified Services,9,3
DSKE,USA,Hennessy Capital Acquisition Corp III,Consumer Goods,"Recreational Goods,Other",Consumer Durables,3,2
DSCI,USA,Derma Sciences Inc,Healthcare,Medical Instruments & Supplies,Health Services,6,4
DS,USA,Drive Shack Inc,Financial,REIT - Diversified,Real Estate,3,6
DRRX,USA,DURECT Corp,Healthcare,Drug Manufacturers - Other,Drugs,9,4
DRQ,USA,Dril-Quip Inc,Basic Materials,Oil & Gas Equipment & Services,Energy,2,4
DRNA,USA,Dicerna Pharmaceuticals Inc,Healthcare,Biotechnology,Drugs,7,5
DRIO,USA,DarioHealth Corp,Healthcare,Medical Laboratories & Research,Health Services,8,5
DRII,USA,Diamond Resorts International Inc,Services,Resorts & Casinos,Leisure,1,1
DRI,USA,Darden Restaurants Inc,Services,Restaurants,Leisure,0,4
DRAD,USA,Digirad Corp,Healthcare,Medical Appliances & Equipment,Health Services,6,4
DPZ,USA,Dominos Pizza Inc,Services,Restaurants,Leisure,0,0
DPW,USA,DPW Holdings Inc,Technology,Diversified Electronics,Electronics,8,6
DPLO,USA,Diplomat Pharmacy Inc,Healthcare,Drugs - Generic,Drugs,2,3
DOW,USA,Dow Chemical Co,Basic Materials,Chemicals - Major Diversified,Chemicals,1,5
DOV,USA,Dover Corp,Industrial Goods,Diversified Machinery,Manufacturing,0,4
DORM,USA,Dorman Products Inc,Consumer Goods,Auto Parts,Automotive,0,2
DOOR,Canada,Masonite International Corp,Industrial Goods,General Building Materials,Materials & Construction,3,4
DOCU,USA,Docusign Inc,Technology,Business Software & Services,Computer Software & Services,3,1
DNR,USA,Denbury Resources Inc,Basic Materials,Independent Oil & Gas,Energy,3,4
DO,USA,Diamond Offshore Drilling Inc,Basic Materials,Oil & Gas Drilling & Exploration,Energy,4,8
DNOW,USA,NOW Inc,Basic Materials,Oil & Gas Equipment & Services,Energy,4,3
DNKN,USA,Dunkin Brands Group Inc,Services,Restaurants,Leisure,0,3
DNB,USA,Dun & Bradstreet Corp,Technology,Information & Delivery Services,Computer Software & Services,0,3
DNBF,USA,DNB Financial Corp,Financial,Regional - Mid-Atlantic Banks,Banking,0,1
DMTX,USA,Dimension Therapeutics Inc,Healthcare,Biotechnology,Drugs,4,3
DMRC,USA,Digimarc Corp,Technology,Information Technology Services,Computer Software & Services,9,6
DMLP,USA,Dorchester Minerals LP,Financial,Diversified Investments,Financial Services,0,3
DMND,USA,Diamond Foods Inc,Consumer Goods,Processed & Packaged Goods,Food & Beverage,3,3
DLX,USA,Deluxe Corp,Services,Business Services,Diversified Services,1,3
DLTR,USA,Dollar Tree Inc,Services,"Discount,Variety Stores",Retail,1,3
DLTH,USA,Duluth Holdings Inc,Services,Apparel Stores,Retail,0,3
DLPH,United Kingdom,Delphi Technologies,N/D,-,-,0,4
DLHC,USA,DLH Holdings Corp,Services,Staffing & Outsourcing Services,Diversified Services,4,3
DLB,USA,Dolby Laboratories Inc,Technology,Diversified Electronics,Electronics,0,5
DLA,USA,Delta Apparel Inc,Consumer Goods,Textile - Apparel Clothing,Consumer NonDurables,2,3
DKS,USA,Dicks Sporting Goods Inc,Services,Sporting Goods Stores,Specialty Retail,0,3
DKL,USA,Delek Logistics Partners LP,Basic Materials,Independent Oil & Gas,Energy,0,2
DK,USA,Delek US Holdings Inc,Basic Materials,Oil & Gas Refining & Marketing,Energy,3,3
DJCO,USA,Daily Journal Corp,Services,Publishing - Newspapers,Media,3,5
DIT,USA,AMCON Distributing Co,Services,Food Wholesale,Wholesale,0,3
DISH,USA,DISH Network Corp,Services,CATV Systems,Media,0,4
DISCK,USA,Discovery Inc,Services,CATV Systems,Media,1,3
DISCB,USA,Discovery Inc,Services,CATV Systems,Media,1,3
DISCA,USA,Discovery Inc,Services,CATV Systems,Media,1,3
DIS,USA,Walt Disney Co,Services,Entertainment - Diversified,Media,0,3
DIOD,USA,Diodes Inc,Technology,Semiconductor - Integrated Circuits,Electronics,1,5
DIN,USA,Dine Brands Global Inc,Services,Restaurants,Leisure,1,5
DHX,USA,DHI Group Inc,Services,Staffing & Outsourcing Services,Diversified Services,2,3
DHR,USA,Danaher Corp,Industrial Goods,Diversified Machinery,Manufacturing,0,3
DHI,USA,D.R. Horton Inc,Industrial Goods,Residential Construction,Materials & Construction,1,2
DHIL,USA,Diamond Hill Investment Group Inc,Financial,Asset Management,Financial Services,0,2
DGX,USA,Quest Diagnostics Inc,Healthcare,Medical Laboratories & Research,Health Services,0,5
DGLY,USA,Digital Ally Inc,Technology,Scientific & Technical Instruments,Electronics,10,5
DGII,USA,Digi International Inc,Technology,Networking & Communication Devices,Computer Hardware,1,6
DGICB,USA,Donegal Group Inc,Financial,Property & Casualty Insurance,Insurance,1,4
DGICA,USA,Donegal Group Inc,Financial,Property & Casualty Insurance,Insurance,1,4
DGI,USA,DigitalGlobe Inc,Industrial Goods,Aerospace/Defense Products & Services,Aerospace/Defense,3,4
DGAS,USA,Gas Ships Ltd,Utilities,Gas Utilities,Utilities,0,1
DG,USA,Dollar General Corp,Services,"Discount,Variety Stores",Retail,0,0
DFS,USA,Discover Financial Services,Financial,Credit Services,Financial Services,0,5
DFIN,USA,Donnelley Financial Solutions Inc,Services,Business Services,Diversified Services,0,2
DFFN,USA,Diffusion Pharmaceuticals Inc,Healthcare,Biotechnology,Drugs,10,4
DF,USA,Dean Foods Co,Consumer Goods,Dairy Products,Food & Beverage,5,6
DEST,USA,Destination Maternity Corp,Services,Apparel Stores,Retail,5,4
DERM,USA,Dermira Inc,Healthcare,Biotechnology,Drugs,7,4
DENN,USA,Dennys Corp,Services,Restaurants,Leisure,0,2
DELL,USA,Dell Technologies Inc,Technology,Diversified Computer Systems,Computer Hardware,4,2
DEL,USA,Deltic Timber Corp,Industrial Goods,"Lumber,Wood Production",Materials & Construction,0,4
DECK,USA,Deckers Outdoor Corp,Consumer Goods,Textile - Apparel Footwear & Accessories,Consumer NonDurables,0,3
DDS,USA,Dillards Inc,Services,Department Stores,Retail,0,6
DE,USA,Deere & Co,Industrial Goods,Farm & Construction Machinery,Manufacturing,0,3
DDOG,USA,"Datadog,Inc.",Technology,Application Software,Computer Software & Services,2,0
DDD,USA,3D Systems Corp,Technology,Computer Peripherals,Computer Hardware,5,4
DDE,USA,Dover Downs Gaming & Entertainment Inc,Services,Gaming Activities,Leisure,5,5
DD,USA,"DuPont de Nemours,Inc.",Basic Materials,Agricultural Chemicals,Chemicals,0,6
DCOM,USA,Dime Community Bancshares Inc,Financial,Savings & Loans,Banking,0,4
DCO,USA,Ducommun Inc,Industrial Goods,Aerospace/Defense Products & Services,Aerospace/Defense,2,4
DCI,USA,Donaldson Company Inc,Industrial Goods,Diversified Machinery,Manufacturing,0,5
DBX,USA,Dropbox Inc,Technology,Application Software,Computer Software & Services,3,1
DBI,USA,Designer Brands,Services,Apparel Stores,Retail,1,5
DBD,USA,Diebold Nixdorf Inc,Technology,Diversified Computer Systems,Computer Hardware,6,7
DARE,USA,Dare Bioscience Inc,Healthcare,Biotechnology,Drugs,7,4
DARA,USA,DARA BioSciences Inc,Healthcare,Biotechnology,Drugs,6,4
DAN,USA,Dana Inc,Consumer Goods,Auto Parts,Automotive,0,5
DAKT,USA,Daktronics Inc,Technology,Computer Based Systems,Computer Hardware,2,6
DAL,USA,Delta Air Lines Inc,Services,Major Airlines,Transportation,1,4
DAIO,USA,Data I/O Corp,Technology,Diversified Electronics,Electronics,3,3
DAEG,USA,Daegis Inc,Technology,Application Software,Computer Software & Services,5,1
D,USA,Dominion Energy Inc,Utilities,Electric Utilities,Utilities,0,5
CZWI,USA,Citizens Community Bancorp Inc,Financial,Regional - Midwest Banks,Banking,0,1
CZNC,USA,Citizens & Northern Corp,Financial,Regional - Mid-Atlantic Banks,Banking,0,6
CZR,USA,Caesars Entertainment Corp,Services,Resorts & Casinos,Leisure,8,5
CZFC,USA,Citizens First Corp,Financial,Regional - Southeast Banks,Banking,0,0
